Creator Name,Creator Channel,Link Primary,Platform Primary,Platform Secondary,Origin List,Topic/Category,Geography,Groups,New Tags,Special Lists,Notes
Dwarkesh Patel,Dwarkesh Patel,https://www.youtube.com/c/DwarkeshPatel,Video - YouTube,,Justin's List,Tech,"San Francisco, CA",Money & Work,,,
Ryan McBeth,Ryan McBeth Programming,https://www.youtube.com/@RyanMcBethProgramming,Video - YouTube,,Justin's List,Tech,"Washington, D.C.",Money & Work,,,Politics-y at times
Walter Hickey,Numlock News,https://www.numlock.com/,Newsletter - Substack,,Justin's List,General News,"New York, NY",General News,,,He's current exec editor at Sherwood Media but this predates his role and he is still keeping it separate
Katie Couric,Katie Couric,https://www.tiktok.com/@katiecouric,Video - TikTok,https://x.com/katiecouric,Justin's List,General News,"New York, NY",General News,,,
Ugo Lord,The Modern Attorney,https://www.tiktok.com/@ugolord,Video - TikTok,,Justin's List,Law/Legal Issues,"Los Angeles, CA",Power & Politics,,,
Steve Ram,Steve Ram,https://www.youtube.com/channel/UC_9iG1I_ic5jUOyzR9vTMBg/about,Video - YouTube,https://www.tiktok.com/@steveram3,Justin's List,"Politics, Internet Culture, General News","Houston, TX","General News, Culture & Media, Power & Politics",,,
Tiffany Janzen,Tiff in Tech,https://www.instagram.com/tiffintech,Video - Instagram,,Justin's List,"Science, Tech",Canada,"Science, Health & Environment, Money & Work",,,
Joe Posnanski,Joe Blogs,https://www.joeposnanski.com,Newsletter - Substack,,Justin's List,Sports,"Charlotte, NC",Lifestyle & Personal Life,,,
Hannah Ritchie,Hannah Ritchie,https://hannahritchie.substack.com,Newsletter - Substack,,Justin's List,Climate/Environment,United Kingdom,"Science, Health & Environment",,,
Madeline Hill,Impersonal Foul,https://substack.com/@impersonalfoul,Newsletter - Substack,,Justin's List,"Sports, Gossip, Gender","Los Angeles, CA","Social Issues, Culture & Media, Lifestyle & Personal Life",,,
Charlotte Wilder,The Wilder Things,https://substack.com/@thewilderthings,Newsletter - Substack,,Justin's List,"Sports, Comedy","New York, NY","Culture & Media, Lifestyle & Personal Life",,,
Alexandra Fasulo,House Of Green,https://houseofgreen.substack.com/,Newsletter - Substack,,Justin's List,Climate/Environment,New York - US,"Science, Health & Environment",,,
Blessing Adesiyan,The Care Gap,https://www.instagram.com/thecaregap,Video - Instagram,,Justin's List,"Motherhood, Gender, Culture",New York - US,"Culture & Media, Social Issues, Lifestyle & Personal Life",Parenting,,
Hebba Youssef,I Hate It Here,https://ihateithere.substack.com,Newsletter - Substack,,Justin's List,Culture,National - US,Culture & Media,,,
Community As Therapy,Community as Therapy,https://www.instagram.com/communityastherapy,Video - Instagram,,Justin's List,Mental Health,"Indianapolis, IN","Science, Health & Environment",,,
Vienna Pharaon LMFT,Mindful MFT,https://www.instagram.com/mindfulmft/?hl=en,Video - Instagram,,Justin's List,Mental Health,New York - US,"Science, Health & Environment",,,
Elena Bridgers,Elena Bridgers,https://www.instagram.com/elena.bridgers,Video - Instagram,,Justin's List,"Mental Health, Dating/Romance",France,"Lifestyle & Personal Life, Science, Health & Environment",,,
"Dr. Aditi Nerurkar, MD","Dr. Aditi Nerurkar, MD",https://www.instagram.com/draditinerurkar,Video - Instagram,,Justin's List,"Mental Health, Health/Wellness","Boston, MA","Science, Health & Environment",,,
Neha Ruch,Mother Untitled,https://www.motheruntitled.com,Website,,Justin's List,"Motherhood, Identity/Belonging","New York, NY","Social Issues, Lifestyle & Personal Life",Parenting,,
Kyle Eberly,Sitreps to Steercos,https://www.instagram.com/sitreps2steercos,Video - Instagram,,Justin's List,Careers,"Austin, TX",Money & Work,,,
Josh Thomas,School of Traditional Skills,https://schooloftraditionalskills.com,Website,https://www.youtube.com/c/SchoolofTraditionalSkills/videos,Justin's List,"Outdoors, Education","Bonners Ferry, ID","Civic Life, Lifestyle & Personal Life",,,
Carolyn Thomas,School of Traditional Skills,https://schooloftraditionalskills.com,Website,https://www.youtube.com/c/SchoolofTraditionalSkills/videos,Justin's List,"Outdoors, Lifestyle, Home","Bonners Ferry, ID",Lifestyle & Personal Life,,,
Sarah Boyd,Resilient Little Hearts,https://www.instagram.com/resilientlittlehearts/,Video - Instagram,https://www.instagram.com/sarahboyd/#,Justin's List,"Health/Wellness, Family, Faith/Religion","Newport Beach, CA","Social Issues, Lifestyle & Personal Life, Science, Health & Environment",Parenting,,
Robert Ross,TikStocks,https://www.tiktok.com/@tik.stocks,Video - TikTok,,Justin's List,"Finance/Economics, Personal Finance","Los Angeles, CA",Money & Work,,,
Ginny Yurich,1000 Hours Outside,https://1000hoursoutside.com,Podcast,,Justin's List,"Outdoors, Family, Parenting",Michigan - US,Lifestyle & Personal Life,Parenting,,
Robert Cottrell,The Browser,https://thebrowser.com/,Newsetter - Ghost,,Claude,General News,International,General News,,,
Caroline Crampton,The Browser,https://thebrowser.com/,Newsetter - Ghost,,Claude,General News,United Kingdom,General News,,,
Julie Roys,The Roys Report,https://julieroys.com/,Website,,Claude,"Investigative, Faith/Religion","Chicago, IL","Social Issues, Journalism Formats",,,
Lincoln Mitchel,Counter Craft,https://countercraft.substack.com/,Newsletter - Substack,,Claude,Books/Writing,"New York, NY",Culture & Media,,,
Ted Gioa,The Honest Broker,https://www.honest-broker.com/,Newsletter - Substack,,Justin's List,"Books/Writing, Art, Music","San Francisco, CA",Culture & Media,,,
Ethan Strauss,House of Strauss,https://www.houseofstrauss.com/,Newsletter - Substack,,Claude,Sports,"San Francisco, CA",Lifestyle & Personal Life,,,
Dave Bondy,Dave Bondy,https://www.facebook.com/DaveBondy25/,Social - Facebook,https://davebondy.substack.com/,Ryan's List,Media/Power,National - US,Culture & Media,,,
Dylan Page,News Daddy,https://www.tiktok.com/@dylanpage,Video - TikTok,,Ryan's List,"General News, Explanatory",United Kingdom,"Journalism Formats, General News",,,Famed NewsDaddy
Hugo Travers,HugoDécrypte,https://www.youtube.com/@hugotravers1080,Video - YouTube,,Ryan's List,"General News, Explanatory",France,"Journalism Formats, General News",,,
Jacklyn Dallas,Nothing But Tech,https://www.youtube.com/channel/UCTd08bYLVmO6sMR0ftRltuQ,Video - YouTube,,Ryan's List,"Explanatory, Tech","New York, NY","Journalism Formats, Money & Work",,,
Bisan Owda,Bisan Owda,https://www.instagram.com/bisan_owda,Video - Instagram,,Ryan's List,"World, Culture, History",Palestine,"Culture & Media, General News",,,We name Palestine as a country here
Brian Tyler Cohen,Brian Tyler Cohen,https://www.youtube.com/@briantylercohen,Video - YouTube,,Ryan's List,Politics,"Los Angeles, CA",Power & Politics,,,Politics flag
Andrew Callaghan,Channel 5,https://www.youtube.com/@Channel5YouTube,Video - YouTube,,Ryan's List,"Media/Power, Internet Culture",National - US,Culture & Media,,,Gonzo journalism
Ethan Strauss,House of Strauss,https://www.houseofstrauss.com/,Newsletter - Substack,,Claude,"Sports, Culture",National - US,"Culture & Media, Lifestyle & Personal Life",,,
Caroline Chambers,What to Cook When You Don’t Feel Like Cooking,https://www.instagram.com/carochambers/?hl=en,Video - Instagram,https://carolinechambers.substack.com/,Claude,Food,"Carmel Valley, CA",Lifestyle & Personal Life,,,
Emily Fedner,Emily Fedner,https://www.instagram.com/foodloversdiary/,Video - Instagram,https://emilyfedner.substack.com/,Claude,"Food, World","New York, NY","Lifestyle & Personal Life, General News",,,
Andrew Janjigian,Word Loaf,https://newsletter.wordloaf.org/,Newsetter - Ghost,,Claude,"Food, Education","Boston, MA","Civic Life, Lifestyle & Personal Life",,,
Dennis Lee,Food is Stupid,https://foodisstupid.substack.com/,Newsletter - Substack,,Claude,"Food, Education","Chicago, IL","Civic Life, Lifestyle & Personal Life",,,
Marianna Limas,Science Writing,https://sciencewriting.substack.com/,Newsletter - Substack,,Claude,"Science, Careers, Architecture",Brazil,"Culture & Media, Money & Work, Science, Health & Environment",,,
Connie Bowen,Agriculture Is for People,https://agricultureisforpeople.substack.com/,Newsletter - Substack,,Claude,"Food, Labor","St. Louis, MO","Lifestyle & Personal Life, Money & Work",,,
Margaret Sullivan,American Crisis,https://margaretsullivan.substack.com/,Newsletter - Substack,https://x.com/Sulliview,Claude,Media/Power,"New York, NY",Culture & Media,,,
Tyler Dunne,Go Long,https://golongtd.com/,Newsletter - Substack,,Claude,"Sports, Investigative",New York - US,"Journalism Formats, Lifestyle & Personal Life",,,
Prakash Loungani,Global Housing Watch,https://globalhousingwatch.substack.com/,Newsletter - Substack,,Claude,Finance/Economics,"Washington, D.C.",Money & Work,,,
Taya Graham,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,Claude,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",,,
Stephen Janis,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,Claude,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",,,
Amos Gelb,DC Witness,https://dcwitness.org/,Website,,Claude,"Crime, Law/Legal Issues, Government Accountability","Washington, D.C.","Civic Life, Power & Politics",,,Independent news site
Chloe Cockburn,Just Impact,https://justimpact.substack.com/,Newsletter - Substack,,Claude,"Crime, Law/Legal Issues","New York, NY","Civic Life, Power & Politics",,,
Daniel Carr,Police Law News,https://policelawnews.substack.com/,Newsletter - Substack,,Claude,"Crime, Law/Legal Issues",National - US,"Civic Life, Power & Politics",,,
Ruth Reichl,La Briffe,https://ruthreichl.substack.com/,Newsletter - Substack,,Claude,"Food, Restaurants",New York - US,Lifestyle & Personal Life,,,
Mark Bittman,The Bittman Project,https://bittmanproject.substack.com/,Newsletter - Substack,,Claude,"Food, Health/Wellness, Labor",New York - US,"Lifestyle & Personal Life, Science, Health & Environment, Money & Work",,,
Ryan Sutton,The Lo Times,https://thelotimes.com/,Newsletter - Substack,,Claude,"Restaurants, Investigative","New York, NY","Journalism Formats, Lifestyle & Personal Life",,,
Jonathan Nunn,Vittles,https://vittles.substack.com/,Newsletter - Substack,,Claude,"Food, Culture",United Kingdom,"Culture & Media, Lifestyle & Personal Life",,,
Michael Ruhlman,Michael Ruhlman,https://ruhlman.substack.com/,Newsletter - Substack,,Claude,Food,"Cleveland, OH",Lifestyle & Personal Life,,,
Norman Oder,Atlantic Yards/Pacific Park Report,https://normanoder.substack.com/,Newsletter - Substack,,Claude,"Local News, Real Estate","New York, NY","Civic Life, Money & Work",,,
Scott Choppin,The Real Signal,https://therealsignal.substack.com/,Newsletter - Substack,,Claude,Real Estate,"Long Beach, CA",Money & Work,,,
Josh Stephens,Housing in Practice,https://housinginpractice.substack.com/,Newsletter - Substack,,Claude,"Architecture, Real Estate","Los Angeles, CA","Culture & Media, Money & Work",,,
Rachel Cohen,Planting Trees,https://rachelsnewsletter.substack.com/,Newsletter - Substack,,Claude,"Law/Legal Issues, Politics",National - US,Power & Politics,,,
Michael Horn,The Future of Education,https://michaelbhorn.substack.com/,Newsletter - Substack,,Claude,"Education, Careers",National - US,"Money & Work, Civic Life",,,
Paul Fain,The Job,https://the-job.beehiiv.com/,Newsletter - Beehiiv,,Claude,"Education, Careers","Columbus, OH","Money & Work, Civic Life",,,
Alexander Russo,The Grade,https://www.the-grade.com/,Newsletter - Substack,https://x.com/alexanderrusso,Claude,Education,"New York, NY",Civic Life,,,
Austin Kocher,Austin Kocher,https://austinkocher.substack.com/,Newsletter - Substack,https://x.com/ackocher,Claude,Immigration,National - US,Social Issues,,,
Gaby Del Valle,Borderlines,https://borderlines.substack.com/,Newsletter - Substack,,Claude,Immigration,"Jacksonville, FL",Social Issues,,,
Felipe De La Hoz,Borderlines,https://borderlines.substack.com/,Newsletter - Substack,,Claude,Immigration,"New York, NY",Social Issues,,,
Kate Morrissey,Beyond the Border News,https://beyondthebordernews.substack.com/,Newsletter - Substack,,Claude,Immigration,"San Diego, CA",Social Issues,,,
Ron Charles,Ron Charles,https://substack.com/@roncharles,Newsletter - Substack,,Ryan's List,"Books/Writing, Art","Washington, D.C.",Culture & Media,,WaPo Diaspora,
Jamin Ball,Clouded Judgement,https://cloudedjudgement.substack.com/,Newsletter - Substack,,Eric Newcomer,Tech,"San Francisco, CA",Money & Work,,,
Richard Rushfield,The Ankler,https://theankler.com/,Newsletter - Substack,,Eric Newcomer,Entertainment/Hollywood,"Los Angeles, CA",Culture & Media,,,"Ankler is big, indy website"
Molly O'Shea,Sourcery,https://www.sourcery.vc/,Newsletter - Substack,https://www.youtube.com/@SourceryVC,Eric Newcomer,"Tech, Finance/Economics","Los Angeles, CA",Money & Work,,,
Matthew C. Klein,The Overshoot,https://theovershoot.co/,Newsletter - Substack,,Noah Smith,Finance/Economics,"San Francisco, CA",Money & Work,,,
Joseph Politano,Apricitas,https://www.apricitas.io/,Newsletter - Substack,,Noah Smith,"Labor, Finance/Economics","Washington, D.C.",Money & Work,,,
Kyle Chan,High Capacity,https://www.high-capacity.com/,Newsletter - Substack,,Noah Smith,"Tech, World","Washington, D.C.","Money & Work, General News",,,
Jason Crawford,Roots of Progress,https://newsletter.rootsofprogress.org/,Newsletter - Substack,,Noah Smith,"History, Tech","Boston, MA","Culture & Media, Money & Work",,,
Ethan Mollick,One Useful Thing,https://www.oneusefulthing.org/,Newsletter - Substack,,Noah Smith,"Tech, Careers","Philadelphia, PA",Money & Work,,,
Scott Sumner,The Money Illusion,https://scottsumner.substack.com/,Newsletter - Substack,,Noah Smith,Finance/Economics,National - US,Money & Work,,,
John Cochrane,John H. Cochrane,https://johnhcochrane.substack.com/,Newsletter - Substack,,Noah Smith,Finance/Economics,California - US,Money & Work,,,
Cory Doctorow,Pluralistic,https://pluralistic.net/,Newsletter - Substack,,Casey Newton,Tech,"Los Angeles, CA",Money & Work,,,
Ed Zitron,Where’s Your Ed At,https://www.wheresyoured.at/,Newsetter - Ghost,,Casey Newton,Tech,"Las Vegas, NV",Money & Work,,,
Charlie Meyerson,Chicago Public Square,https://www.chicagopublicsquare.com/,Newsletter - Other,,Liz's List,"Local News, Politics","Chicago, IL","Civic Life, Power & Politics",,,
Chris Wadsworth,The Burn,https://theburn.com/,Website,,Liz's List,Local News,"Ashburn, VA",Civic Life,,,
Shawn Singh,Shawn the Food Sheep,https://www.instagram.com/shawnthefoodsheep/,Video - Instagram,,Liz's List,"Restaurants, Things to Do","Houston, TX",Lifestyle & Personal Life,,,
Bethesdahistoryblog,Bethesda History Blog,https://www.instagram.com/bethesdahistoryblog/?hl=en,Video - Instagram,,Justin's List,"Local, History","Bethesda, MD","Culture & Media, Civic Life",,,
Long Island Wise Guy,Long Island Wise Guy,https://www.instagram.com/longislandwiseguy,Video - Instagram,,Justin's List,"Comedy, Local","New York, NY","Culture & Media, Civic Life",,,
Yoav Davis,Jews of NY,https://www.instagram.com/jews_of_ny,Video - Instagram,,Justin's List,"Local, Identity/Belonging","New York, NY","Social Issues, Civic Life",,,
Rick McGuire,Subway Creatures,https://www.instagram.com/subwaycreatures/,Video - Instagram,,Justin's List,"Local, Transportation, Comedy","New York, NY","Culture & Media, Civic Life",,,
Riley Arthur,Diners of NYC,https://www.instagram.com/dinersofnyc/,Video - Instagram,,Justin's List,"Architecture, History, Food","New York, NY","Culture & Media, Lifestyle & Personal Life",,,
Nicolas Heller,New York Nico,https://www.instagram.com/NewYorkNico,Video - Instagram,,Justin's List,Day in a Life,"New York, NY",Journalism Formats,,,
Jonathan Macri,Knicks Film School,https://knicksfilmschool.substack.com/,Newsletter - Substack,,Justin's List,"Sports, Local","New York, NY","Civic Life, Lifestyle & Personal Life",,,
Caitlin Johnstone,Caitlin Johnstone,https://www.caitlinjohnst.one/,Newsletter - Substack,,Justin's List,"Politics, Media/Power, World",Australia,"Culture & Media, Power & Politics, General News",,,
Jared Yates Sexton,The Ink,https://bsky.app/profile/jysexton.bsky.social,Social - BlueSky,,Justin's List,"History, Politics",National - US,"Culture & Media, Power & Politics",,,
Alex Kantrowitz,Big Technology,https://www.bigtechnology.com/,Newsletter - Substack,,Justin's List,Tech,"New York, NY",Money & Work,,,
Morgan Lynzi,Morganlynzi,https://www.instagram.com/morganlynzi/,Video - Instagram,,Justin's List,"Identity/Belonging, Culture, Health/Wellness","Los Angeles, CA","Culture & Media, Science, Health & Environment, Social Issues",,,
Johnny Cole Dickson,No Lab Coat Required,https://www.youtube.com/@NoLabCoatRequired,Video - YouTube,,Justin's List,"Science, Health/Wellness","Chicago, IL","Science, Health & Environment",,,
Tony Chen,Setups AI,https://www.instagram.com/setupsai,Video - Instagram,,Justin's List,Tech,National - US,Money & Work,,,
Elle Cordova,Elle Cordova,https://www.instagram.com/ellecordova,Video - Instagram,,Justin's List,"Internet Culture, Comedy","Los Angeles, CA",Culture & Media,,,
Hank Medina,Litquidity,https://www.instagram.com/litquidity,Video - Instagram,,Justin's List,Finance/Economics,"Miami, FL",Money & Work,,,
Jordan Uhl,Jordan Uhl,https://www.instagram.com/jordanuhl_,Video - Instagram,,Justin's List,"Politics, General News","Los Angeles, CA","General News, Power & Politics",,,
Jon Youshaei,Jon Youshaei,https://www.youtube.com/@youshaei,Video - YouTube,https://www.instagram.com/youshaei/?hl=en,Justin's List,"Careers, Tech","Los Angeles, CA",Money & Work,,,
Max Karlinsky,Distant Elephant,https://www.tiktok.com/@distant.elephant,Video - TikTok,https://www.tiktok.com/@distant.elephant,Justin's List,"Explanatory, World, Architecture","Los Angeles, CA","Culture & Media, Journalism Formats, General News",,,
Max Towey,Ride the News,https://www.instagram.com/ridethenews/,Video - Instagram,,Justin's List,"Explanatory, General News","New York, NY","Journalism Formats, General News",,,
Daniel Rider,Earthly Education,https://www.instagram.com/earthlyeducation/,Video - Instagram,,Justin's List,Climate/Environment,Australia,"Science, Health & Environment",,,
Austin Hendrickson,OVOU,https://www.instagram.com/trainingtall/,Video - Instagram,,Justin's List,Fitness,"Sacramento, CA",Lifestyle & Personal Life,,,
Andy Hay,East Coast Kitchen,https://www.instagram.com/andyseastcoastkitchen_,Video - Instagram,,Justin's List,Food,Canada,Lifestyle & Personal Life,,,
Chris Koeherne,Chris Koeherne,https://www.linkedin.com/in/cjkoerner/,Social - LinkedIn,,Justin's List,"Careers, Tech","Dallas, TX",Money & Work,,,
Geo Global Tales,Geo Global Tales,https://youtube.com/shorts/gPiNVQT4Awk,Video - YouTube,,Justin's List,"World, Explanatory",International,"Journalism Formats, General News",,,"Classic anonymous example... like who is behind this, $$ and why?"
Lucy Blakiston,Shit You Should Care About,https://www.instagram.com/shityoushouldcareabout/,Video - Instagram,,Justin's List,"Explanatory, General News",New Zealand,"Journalism Formats, General News",,,
Peter Erdelyi,Media Finance Monitor,https://funds4media.substack.com,Newsletter - Substack,,Justin's List,"World, Media/Power",Hungary,"Culture & Media, General News",,,
Craig Campbell,Past Maps,https://www.threads.net/@past.maps,Social - Threads,,Justin's List,"History, World","Seatlle, WA","Culture & Media, General News",,,
Summer Dean,Climate Diva,https://www.instagram.com/climatediva,Video - Instagram,,Justin's List,"Fashion, Climate/Environment","Los Angeles, CA","Science, Health & Environment, Lifestyle & Personal Life",,,
Dave Kloc,Dave Kloc,https://www.instagram.com/davekloc/,Video - Instagram,,Justin's List,"Music, Art","Los Angeles, CA",Culture & Media,,,
Bill Oakley,That Bill Oakley,https://www.instagram.com/thatbilloakley/,Video - Instagram,,Justin's List,Food,"Portland, OR",Lifestyle & Personal Life,,,
Bob Kronbauer,BC Bob,https://www.instagram.com/bobkronbauer/?hl=en,Video - Instagram,,Justin's List,"History, Culture",Canada,Culture & Media,,,
Deja Foxx,Gen Z Girl Gang,https://www.instagram.com/genzgirlgang/?hl=en,Video - Instagram,,Justin's List,"Culture, Day in a Life, Gender","New York, NY","Culture & Media, Journalism Formats, Social Issues",,,
Noah Rinsky,Old Jewish Men,https://www.instagram.com/oldjewishmen/,Video - Instagram,,Justin's List,"Culture, Local, Comedy","New York, NY","Culture & Media, Civic Life",,,
Boone Hogg,Stick Reviews,https://www.instagram.com/officialstickreviews/,Video - Instagram,,Justin's List,"World, Internet Culture, Outdoors",Utah - US,"Culture & Media, Lifestyle & Personal Life, General News",,,
Dave Lease,The Skating Lesson,https://www.patreon.com/TheSkatingLesson,Patreon,,Megan Cattel,Sports,National - US,Lifestyle & Personal Life,,,
Geopolitical Guy,Geopolitical Guy,https://geopoliticalguy.substack.com/,Newsletter - Substack,https://www.instagram.com/geopolitical.guy/,Justin's List,"World, Explanatory",International,"Journalism Formats, General News",,,
Robert Reich,Robert Reich,https://x.com/RBReich,Social - Twitter / X,,Justin's List,"Media/Power, Finance/Economics","Berkeley, CA","Money & Work, Culture & Media",,,Former Sec. of Labor
Ethan Long,Habitual Linecrosser,https://www.tiktok.com/@habitual_linecrosser,Video - TikTok,,Justin's List,"Politics, Comedy, Military",National - US,"Culture & Media, Power & Politics",,,
Internal Tech Emails,Internal Tech Emails,https://www.techemails.com/,Newsletter - Substack,,Justin's List,Tech,National - US,Money & Work,,,
Ken White,The PopeHat Report,https://www.popehat.com/,Newsletter - Beehiiv,,Claude,Law/Legal Issues,"Los Angeles, CA",Power & Politics,,,
Priti Patnaik,Geneva Health Files,https://genevahealthfiles.substack.com/,Newsletter - Substack,,Claude,"Investigative, Media/Power",Switzerland,"Journalism Formats, Culture & Media",,,
Scott Rouse,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,Justin's List,"Politics, General News, Crime",National - US,"Civic Life, General News, Power & Politics",,,
Mark Bowden,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,Justin's List,"Politics, General News, Crime",National - US,"Civic Life, General News, Power & Politics",,,
Chase Hughes,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,Justin's List,"Politics, General News, Crime",National - US,"Civic Life, General News, Power & Politics",,,
Greg Hartley,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,Justin's List,"Politics, General News, Crime",National - US,"Civic Life, General News, Power & Politics",,,
Emanuele Capone,Emanuele Capone,https://www.tiktok.com/@capoema,Video - TikTok,,TikTok for Journalism,"Tech, Internet Culture",Italy,"Culture & Media, Money & Work",,,
Tahmina Aziz,Tahmina Aziz,https://www.tiktok.com/@itstahminaaziz,Video - TikTok,,TikTok for Journalism,"Food, Travel, Lifestyle",Canada,Lifestyle & Personal Life,,,
Niklas Kolorz,Niklas Kolorz,https://www.tiktok.com/@niklaskolorz,Video - TikTok,,TikTok for Journalism,"Science, Explanatory",Germany,"Journalism Formats, Science, Health & Environment",,,
Vica Reich,Vica Reich,https://www.tiktok.com/@vicareich,Video - TikTok,,TikTok for Journalism,"Politics, Culture",Germany,"Culture & Media, Power & Politics",,,Technically affiliated with German media co but this all seems indy
Eve Schulz,Eve Schulz,https://www.instagram.com/evaschulz/,Video - Instagram,,TikTok for Journalism,"Politics, General News",Germany,"General News, Power & Politics",,,Technically affiliated with German media co but this all seems indy
Jack Surfleet,Jack Surfleet,https://www.tiktok.com/@jacksurfleet,Video - TikTok,,TikTok for Journalism,"Politics, Media/Power","Washington, D.C.","Culture & Media, Power & Politics",,,BBC in Washington - but seems like all behind the scenes
Tamara Sacharczyk,Tamara Sacharczyk,https://www.tiktok.com/@tamaranews,Video - TikTok,,TikTok for Journalism,Day in a Life,"Washington, D.C.",Journalism Formats,,,
Elisha Machado,Elisha Machado,https://www.tiktok.com/@elishamachadotv,Video - TikTok,,TikTok for Journalism,"Entertainment/Hollywood, General News",California - US,"Culture & Media, General News",,,
Jacque Manabat,Jacque Manabat,https://www.tiktok.com/@jacquemanabat,Video - TikTok,,TikTok for Journalism,"Travel, Explanatory, Culture",Philippines,"Culture & Media, Journalism Formats, Lifestyle & Personal Life",,,
Paul Mueller,Paul Mueller,https://www.tiktok.com/@therealpaulmueller,Video - TikTok,,TikTok for Journalism,"Activism, Animals","New Bedford, MA","Social Issues, Lifestyle & Personal Life",,,First Activism tag?
Alex Dobrenko,Both Are True,http://botharetrue.substack.com/subscribe,Newsletter - Substack,,Project C Newsletter,"Comedy, Parenting",National - US,"Culture & Media, Lifestyle & Personal Life",,,
L.A. TACO Team,LA Taco,https://lataco.com/products/,Newsletter - Beehiiv,,Project C Newsletter,Local News,Los Angeles,Civic Life,,,
Baxstar Jonmarie Ferguson,Well Being News,https://well.beings.news/,Newsletter - Beehiiv,,Project C Newsletter,"LGBTQIA, Health/Wellness",National - US,"Science, Health & Environment, Social Issues",,,
Alyssa Faigen,ATL_Bucketlist,https://www.instagram.com/atl_bucketlist/,Video - Instagram,,Justin's List,Things to Do,"Atlanta, GA",Lifestyle & Personal Life,,,
Good Story (Newsletter),Good Story,https://goodstory.kit.com/posts,Newsletter - Other,,Project C Newsletter,Media/Power,National - US,Culture & Media,,,
Marianne Dhenin,Marianne Dhenin,https://newsletter.mariannedhenin.com/,Newsetter - Ghost,,Project C Newsletter,"Activism, Labor",National - US,"Social Issues, Money & Work",,,Maybe more of a freelancer?
The Inquisitor Team,The Inquisitor Magazine,https://www.the-inquisitor-magazine.com/#/portal/signup,Newsletter - Beehiiv,,Project C Newsletter,,National - US,,,,MOVE to independent media company conversation
Mel Buer,Words About Work,https://wordsaboutwork.blog/support-waw/,Newsetter - Ghost,,Project C Newsletter,"Activism, Labor",National - US,"Social Issues, Money & Work",,,
Alissa Walker,Torched LA,https://www.torched.la/,Newsetter - Ghost,,Project C Newsletter,Local News,"Los Angeles, CA",Civic Life,,,
Ashlyn ,(Ask Ashlyn),https://joinsubtext.com/c/askashlyn,Chat -- SMS,,Project C Newsletter,Architecture,National - US,Culture & Media,,,
Michelle Leder,Foot Noted,https://footnoted.com,Newsetter - Ghost,,Project C Newsletter,Law/Legal Issues,National - US,Power & Politics,,,
Janko Roettgers,LowPass,https://www.lowpass.cc,Newsletter - Beehiiv,,Project C Newsletter,Tech,National - US,Money & Work,,,
Seamus Hughes,CourtWatch,https://www.courtwatch.news,Newsletter - Beehiiv,,Project C Newsletter,Law/Legal Issues,National - US,Power & Politics,,,
Peter Beck,CourtWatch,https://www.courtwatch.news,Newsletter - Beehiiv,,Project C Newsletter,Law/Legal Issues,National - US,Power & Politics,,,
Matt Pearce,Rebuild Local News,https://mattdpearce.substack.com/,Newsletter - Substack,,Project C Newsletter,Media/Power,National - US,Culture & Media,,,
Da’ron,Current Fire Situation,https://www.tiktok.com/@da.ron_/video/7457850869090929962?lang=en,Video - TikTok,,Project C Newsletter,Local News,"Los Angeles, CA",Civic Life,,,
Sean Beckner-Carmitchel,A Cat With News,https://bsky.app/profile/acatwithnews.bsky.social,Social - BlueSky,,Project C Newsletter,Photography,National - US,Culture & Media,,,
Talia Jane,Talia Jane,https://bsky.app/profile/taliajane.bsky.social,Social - BlueSky,,Project C Newsletter,Activism,"New York, NY",Social Issues,,,
Jeremy Lindenfeld,Jeremy Lindenfeld,https://x.com/jeremotographs,Social - Twitter / X,,Project C Newsletter,"Activism, Photography","Los Angeles, CA","Social Issues, Culture & Media",,,
Amanda Shendruk,Not Ship,https://www.not-ship.com/,Newsletter - Other,,Project C Slack,General News,National - US,General News,,,
Cameron Cowan,The Cameron Journal,https://www.cameronjournal.com/,Website,,Project C Slack,Culture,National - US,Culture & Media,,,
Chris Hutton,TTRPG Insider,https://www.ttrpginsider.news/,Newsletter - Beehiiv,,Project C Slack,Games/Gaming,"Washington, D.C.",Culture & Media,,,
Hannah Gaber,Jew-ish,https://jew-ish.buzzsprout.com/,Podcast,,Project C Slack,Architecture,"Washington, D.C.",Culture & Media,,,
Jennifer Chowdhury,Port Of Entry,https://www.port-of-entry.com/,Newsletter - Substack,,Project C Slack,Immigration,National - US,Social Issues,,,
Jillian Melero,Connect Puerto Rico,https://www.connect-puertorico.com/,Newsletter - Other,,Project C Slack,Energy,Puerto Rico,"Science, Health & Environment",,,
Julie Holstein,WARD 6,https://www.brooklynward6.com/,Newsletter - Beehiiv,,Project C Slack,Local News,"New York, NY",Civic Life,,,
