slug,creator_name,creator_channel,platform_primary,topic,tier,bsky_handle,bsky_display_name,bsky_followers,bsky_description,match_score,match_confidence,bsky_profile_url,reviewer_decision,notes
mercedes-schneider,Mercedes Schneider,Mercedes Schneider,Website,Education,2,,,,,0,NO_MATCH,,,
michael-liroff,Michael Liroff,5-4 Pod,Podcast,"Law/Legal Issues, Politics",2,,,,,0,NO_MATCH,,,
mikekel-robinson,Mikekel Robinson,Mikekel's Media,Website,"Identity/Belonging, Education",2,,,,,0,NO_MATCH,,,
monet-hambrick,Monet Hambrick,Monet Hambrick,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
nadia-bolz-weber,Nadia Bolz Weber,Sarcastic Lutheran,Video - Instagram,Faith/Religion,2,,,,,0,NO_MATCH,,,
neha-ruch,Neha Ruch,Mother Untitled,Website,"Identity/Belonging, Parenting",2,,,,,0,NO_MATCH,,,
neil-malik,Neil Malik,The Level,Website,World,2,,,,,0,NO_MATCH,,,
nupur-singh,Nupur Singh,nupur.singh,Video - Instagram,Travel,2,,,,,0,NO_MATCH,,,
olivia-maher,Olivia Maher,Olivia Maher,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
overheard-dc,Overheard DC,Overheard DC,Social - Instagram,Culture,2,,,,,0,NO_MATCH,,,
patrick-pfingsten,Patrick Pfingsten,The Illinoize,Website,"Politics, Local",2,,,,,0,NO_MATCH,,,
patrick-jeremy-randy-richardson,"Patrick, Jeremy, Randy Richardson",Wrigleyville Nation,Website,"Sports, Local",2,,,,,0,NO_MATCH,,,
pete-enns,Pete Enns,The Bible for Normal People,Podcast,Faith/Religion,2,,,,,0,NO_MATCH,,,
pete-kastanes,Pete Kastanes,Vanished Chicagoland Stories,Podcast,"Culture, Explanatory, Local, History",2,,,,,0,NO_MATCH,,,
peter-shamshiri,Peter Shamshiri,5-4 Pod,Podcast,"Law/Legal Issues, Politics",2,,,,,0,NO_MATCH,,,
peter-shamshiri-michael-hobbes,Peter Shamshiri & Michael Hobbes,If Books Could Kill,Podcast,"Books/Writing, Media/Power",2,,,,,0,NO_MATCH,,,
phil-vischer,Phil Vischer,Holy Post,Podcast,Faith/Religion,2,,,,,0,NO_MATCH,,,
rhiannon-hamam,Rhiannon Hamam,5-4 Pod,Podcast,"Law/Legal Issues, Politics",2,,,,,0,NO_MATCH,,,
roya-fox,Roya Fox,royaventurera,Video - TikTok,Culture,2,,,,,0,NO_MATCH,,,
ru-kotryna,Ru Kotryna,Ru Kotryna,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
se-smith,s.e. smith,s.e. smith,Website,"Identity/Belonging, Health/Wellness",2,,,,,0,NO_MATCH,,,
sara-faddah,Sara Faddah,77 Flavors Of Chicago,Website,"Restaurants and bars, History, Culture, Local",2,,,,,0,NO_MATCH,,,
shajan-c-kumar,Shajan C Kumar,News Natives,Website,"Data Visualization, Tech",2,,,,,0,NO_MATCH,,,
shanspeare,Shanspeare,Shanspeare,Video - YouTube,Culture,2,,,,,0,NO_MATCH,,,
shenelle-rodrigo,Shenelle Rodrigo,Sheneller,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
steven-bartlett,Steven Bartlett,The Diary of a CEO,Podcast,"Business, Self-Help",2,,,,,0,NO_MATCH,,,
suzy-verduron-austin-chou,Suzy Verduron & Austin Chou,Suzy Verduron & Austin Chou,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
sydnee-mcelroy,Sydnee McElroy,Sawbones,Podcast,"Health/Wellness, History",2,,,,,0,NO_MATCH,,,
taylor-justin,Taylor Justin,The Haute Seeker,Website,"Things to Do, Restaurants and bars, Lifestyle, Food, Fashion, Design, Culture, Local",2,,,,,0,NO_MATCH,,,
the-bigs,The Bigs,The Bigs,Website,"Local, Sports",2,,,,,0,NO_MATCH,,,
theo-henderson,Theo Henderson,We The Unhoused,Podcast,"Activism, Housing",2,,,,,0,NO_MATCH,,,
thinking-basketball,Thinking Basketball,Thinking Basketball,Podcast,Sports,2,,,,,0,NO_MATCH,,,
tim-urban,Tim Urban,Wait But Why,Website,Explanatory,2,,,,,0,NO_MATCH,,,
tine-kiefer,Tine & Kiefer,Tine & Kiefer,Video - TikTok,Travel,2,,,,,0,NO_MATCH,,,
trish-regan,Trish Regan,Trish Regan Show,Podcast,"Politics, Finance/Economics",2,,,,,0,NO_MATCH,,,
troy-petenbrink,Troy Petenbrink,Troy Petenbrink,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
victoria-loi,Victoria Loi,Victoria Loi,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
zanna-van-dijk,Zanna Van Dijk,Zanna Van Dijk,Social - Instagram,Travel,2,,,,,0,NO_MATCH,,,
alexander-avila,Alexander Avila,itsall.gay,Video - YouTube,LGBTQIA,3,alexander-avila.bsky.social,Alexander Avila,0,"YouTuber guy

https://youtube.com/@alexander_avila",6,HIGH,https://bsky.app/profile/alexander-avila.bsky.social,,
angelica-talan,Angelica Talan,Angelica Talan,Social - Instagram,Things to Do,3,angelicatalan.bsky.social,Angelica Talan,0,"DC based Content Creator, Mom, Wife & friend ❤️",6,HIGH,https://bsky.app/profile/angelicatalan.bsky.social,,
anya,Anya,Anya,Social - Instagram,Lifestyle,3,anya1anya.bsky.social,Anya Kamenetz,0,"Ex-NPR. Writer. New Narratives Fellow, EHRP. Books: Generation Debt, DIY U, The Art of Screen Time, The Test, The Stolen",6,HIGH,https://bsky.app/profile/anya1anya.bsky.social,,
ap,AP,AP,Social - Instagram,Restaurants and bars,3,apmresearchlab.org,APM Research Lab,0,"Data journalism hub of American Public Media Group and beyond.

Bringing facts into focus

https://www.apmresearchlab.or",6,HIGH,https://bsky.app/profile/apmresearchlab.org,,
attorney-ryan,Attorney Ryan,Attorney Ryan,Video - TikTok,Law/Legal Issues,3,attorneyryan.bsky.social,Attorney Ryan,0,"Worker’s Rights Lawyer,
Former California Firefighter",6,HIGH,https://bsky.app/profile/attorneyryan.bsky.social,,
brandy,Brandy,Brandy,Social - Instagram,Restaurants and bars,3,brandyzadrozny.bsky.social,Brandy Zadrozny,0,"Reporter lady @ms.now
Signal username: brandyzadrozny.53
Email from a non-work account: brandy.zadrozny@ms.now",6,HIGH,https://bsky.app/profile/brandyzadrozny.bsky.social,,
brandy,Brandy,Brandy,Social - Instagram,Restaurants and bars,3,brandyjensen.bsky.social,Brandy Jensen,0,Culture Editor at Defector,6,HIGH,https://bsky.app/profile/brandyjensen.bsky.social,,
brandy,Brandy,Brandy,Social - Instagram,Restaurants and bars,3,gregorbrandy.bsky.social,Grégor Brandy,0,j’aime bien internet. journaliste au monde,6,HIGH,https://bsky.app/profile/gregorbrandy.bsky.social,,
cassandra-stone,Cassandra Stone,Cassandra Stone,Social - Instagram,Lifestyle,3,cassandrastone.bsky.social,Cassandra Stone,0,"Pittsburgh editor, PTA President, and somehow Type B. Opinions are my own.",7,HIGH,https://bsky.app/profile/cassandrastone.bsky.social,,
chase-cain,Chase Cain,Chase What Matters,Video - YouTube,"Climate/Environment, Science, Explanatory",3,chasecain.bsky.social,Chase Cain,0,"🌦️ Meteorologist
🌎 former NBC Climate Reporter
📍 San Francisco

https://youtube.com/@chasecain",8,HIGH,https://bsky.app/profile/chasecain.bsky.social,,
david-horton,David Horton,David Horton,Social - Instagram,Restaurants and bars,3,davidhortonn.bsky.social,David Horton,0,"Scientist, writer, atheist. Photo - childhood home and dog
Ginninderra Press memoir (www.ginninderrapress.com.au/store.p",7,HIGH,https://bsky.app/profile/davidhortonn.bsky.social,,
eric-lee,Eric Lee,Eric Lee,Social - Instagram,Photography,3,ericleeacts.bsky.social,Eric Lee,0,Twin Cities based actor. 2016 elections activated me on Twitter. Went there to listen to/amplify the heart of the Democr,6,HIGH,https://bsky.app/profile/ericleeacts.bsky.social,,
eric-lee,Eric Lee,Eric Lee,Social - Instagram,Photography,3,ericlee.bsky.social,Eric Lee,0,"SA at Consulting Co.
Board of Directors at Mental Health Hackers
Cyclist (mainly gravel)
Be a good human",6,HIGH,https://bsky.app/profile/ericlee.bsky.social,,
erin,Erin,hillea,Video - TikTok,Lifestyle,3,erininthemorning.com,Erin Reed,0,"Independent LGBTQ+ journalist, mom, D&D DM. Tips: http://ko-fi.com/erininthemorn // Booking: http://erinreedwrites.com /",6,HIGH,https://bsky.app/profile/erininthemorning.com,,
erin,Erin,hillea,Video - TikTok,Lifestyle,3,erinbiba.bsky.social,Erin Biba,0,"She/Her

Freelance Science Journalist. Fact Checker.
NatGeo, BBC, SciAm, NBC News, PopSci, WIRED, and others. 

Hire me ",6,HIGH,https://bsky.app/profile/erinbiba.bsky.social,,
erin,Erin,hillea,Video - TikTok,Lifestyle,3,erinkeane.bsky.social,Erin Keane,0,"Writer, editor, poet, critic | Chief Content Officer at @Salon.com | Author of Runaway: Notes on the Myths That Made Me ",6,HIGH,https://bsky.app/profile/erinkeane.bsky.social,,
erin,Erin,hillea,Video - TikTok,Lifestyle,3,ering.bsky.social,Erin Griffith,0,"NYT reporter covering startups & venture capital 

Writing a book about startups in the 2010s🦄",6,HIGH,https://bsky.app/profile/ering.bsky.social,,
estee,Estee,cheapnfreedc,Social - Instagram,Things to Do,3,esteeland.bsky.social,Estee,0,"Artist. Engineer. Owns the world's smallest violin.

I'm an indie developer working with a small group of artists to mak",6,HIGH,https://bsky.app/profile/esteeland.bsky.social,,
ethan-clark,Ethan Clark,North Carolina's Weather Authority,Social - Facebook,Weather,3,ethanclark.bsky.social,Ethan Clark,0,"Game Developer/Programmer. N Step Steve, Tauriel Teaches Typing, Bee Magic, Parallel Dungeons, & more. Opinions my own. ",6,HIGH,https://bsky.app/profile/ethanclark.bsky.social,,
evan,Evan,PolyMatter,Video - YouTube,Explanatory,3,evangreer.bsky.social,Evan Greer,0,"Queer activist, writer, and musician causing problems for the powerful. Director of Fight for the Future. New album ""AMA",6,HIGH,https://bsky.app/profile/evangreer.bsky.social,,
evan,Evan,PolyMatter,Video - YouTube,Explanatory,3,john-evans.com,John Evans,0,"Writer, Disaffected Mutineer Perfumer, Latter Day Mod, Husband, Londoner. Full Time Whippet Griever 🐺❤️‍🩹🏳️‍🌈🏳️‍⚧️

http",6,HIGH,https://bsky.app/profile/john-evans.com,,
evan-lovett,Evan Lovett,LA in a Minute,Social - Instagram,"Local, History, Culture",3,evanlovett.bsky.social,Evan Lovett,0,I make art. Sometimes I make animal art for people. Sometimes I make people art for animals.,6,HIGH,https://bsky.app/profile/evanlovett.bsky.social,,
felipe-cardenas,Felipe Cardenas,Felipe Cardenas,Social - Instagram,Restaurants and bars,3,felipecardenas.bsky.social,Felipe Cardenas,0,"Senior Writer, The Athletic | The Athletic FC | CBS Sports Golazo Correspondent 📺 | IG: felipe_cardenas_sccr | @theathle",7,HIGH,https://bsky.app/profile/felipecardenas.bsky.social,,
glenn-kirschner,Glenn Kirschner,Justice Matters,Video - YouTube,Law/Legal Issues,3,glennkirschner.bsky.social,Glenn Kirschner,0,"Former 30-year federal prosecutor. Army vet. Rule of law guy. 
100% independent. 
https://substack.com/@glennkirschner?r",6,HIGH,https://bsky.app/profile/glennkirschner.bsky.social,,
high-speed-dining,High Speed Dining,High Speed Dining,Video - TikTok,Restaurants and bars,3,highspeeddining.bsky.social,High Speed DIning,0,World's Best Eater & Biggest Restaurant Supporter: 946+ Michelin star meals. I have eaten restaurant food for every meal,6,HIGH,https://bsky.app/profile/highspeeddining.bsky.social,,
Ibby,Ibby,Ibby,Social - Instagram,Restaurants and bars,3,ibbychan02.bsky.social,ibby,0,"Anime style illustrator, specialise in Vtuber art& models ✨❄️

| for commission check carrd ⬇️
https://ibbychan.carrd.co",6,HIGH,https://bsky.app/profile/ibbychan02.bsky.social,,
jason-selvig-davram-stiefler,Jason Selvig,The Good Liars,Video - YouTube,"Politics, Comedy",3,jasonselvig.bsky.social,Jason Selvig,0,,6,HIGH,https://bsky.app/profile/jasonselvig.bsky.social,,
joe-flood,Joe Flood,Joe Flood,Social - Instagram,Photography,3,joeflood.bsky.social,Joe Flood,0,"Writer, photographer, web person in DC. Also known as Red Bike Guy.",7,HIGH,https://bsky.app/profile/joeflood.bsky.social,,
jordan-uhl,Jordan Uhl,Jordan Uhl,Video - Instagram,"Politics, General News",3,jordanuhl.com,Jordan Uhl,0,"Vids: https://www.youtube.com/@itgetsworsenews?sub_confirmation=1

@itgetsworse.net 

📍: los angeles",6,HIGH,https://bsky.app/profile/jordanuhl.com,,
kala,Kala,Engineer Everything,Video - TikTok,Home,3,notkala.bsky.social,kala,0,attorney | chronically online | big brother obsessed | pop culture enthusiast | expert yapper 🦋,6,HIGH,https://bsky.app/profile/notkala.bsky.social,,
kala,Kala,Engineer Everything,Video - TikTok,Home,3,kala39.bsky.social,Kala,0,"2026 commission closed
▫️work mail: kalak39@qq.com
▪️AI転載禁止
▫️pixiv: https://www.pixiv.net/users/51241585",6,HIGH,https://bsky.app/profile/kala39.bsky.social,,
kevin,Kevin,Kevin,Social - Instagram,Restaurants and bars,3,kevinroose.com,Kevin Roose,0,"NYT tech columnist, Hard Fork co-host, best at 0.8x speed",6,HIGH,https://bsky.app/profile/kevinroose.com,,
kiki-mordi,Kiki Mordi,Kiki Mordi,Video - YouTube,"Investigative, Gender",3,kikimordi.bsky.social,Kiki Mordi,0,Yup. The very one.,6,HIGH,https://bsky.app/profile/kikimordi.bsky.social,,
kim,Kim,Kim,Social - Instagram,Restaurants and bars,3,kimkelly.bsky.social,Kim Kelly,0,"labor journalist & author. big on metal, workers, tattoos, cold places, and Philly. do no harm, take no shit 🏴

my books",6,HIGH,https://bsky.app/profile/kimkelly.bsky.social,,
kim,Kim,Kim,Social - Instagram,Restaurants and bars,3,web.kim,kim,0,About Me:  http://web.kim,6,HIGH,https://bsky.app/profile/web.kim,,
lanna,Lanna,Lanna,Social - Instagram,Restaurants and bars,3,lannazys.bsky.social,lanna,0,"ᅟᅟᅟᅟᅟᅟ ͏ ͏ ͏ ͏ ͏͏𝖼α𝗍𝗌, 𝗍𝖾α & @stray_kids.  ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏⠀⠀⠀ ⠀⠀⠀⠀ ⠀⠀⠀⠀",6,HIGH,https://bsky.app/profile/lannazys.bsky.social,,
lauren-green,Lauren Green,laurenoncapitolhill,Social - Instagram,Fashion,3,laurengreennn.bsky.social,Lauren Green,0,National Journal Energy & environment congress reporter and the occasional fit check with lawmakers on Tik Tok @ laurenm,7,HIGH,https://bsky.app/profile/laurengreennn.bsky.social,,
lynn-ngugi,Lynn Ngugi,Lynn Ngugi Network,Video - YouTube,"Human Rights, Identity/Belonging, Law/Legal Issues",3,lynnngugi.bsky.social,Lynn Ngugi,0,"Unofficial Handle
Handle Available for Acquisition",6,HIGH,https://bsky.app/profile/lynnngugi.bsky.social,,
mark-alan-andre,Mark Alan Andre,Mark Alan Andre,Social - Instagram,Photography,3,markalanandre.bsky.social,Mark Alan Andre,0,"Architect // Photographer
📍Washington, DC

https://www.markalanandre.com",6,HIGH,https://bsky.app/profile/markalanandre.bsky.social,,
maya-higa,Maya Higa,Maya Higa,Video - YouTube,"Science, Climate/Environment",3,mayahiga.bsky.social,Maya Higa,0,founder of @alveussanctuary.org💚,6,HIGH,https://bsky.app/profile/mayahiga.bsky.social,,
meghan,Meghan,Meghan,Social - Instagram,Restaurants and bars,3,meghanncuniff.bsky.social,Meghann Cuniff,0,"Legal affairs journalist in Southern California. Follow my work by subscribing to Legal Affairs and Trials.
https://www.",6,HIGH,https://bsky.app/profile/meghanncuniff.bsky.social,,
meghan,Meghan,Meghan,Social - Instagram,Restaurants and bars,3,meghanb.bsky.social,Meghan Bobrowsky,0,Reporter covering technology @WSJ. Get in touch: meghan.bobrowsky@wsj.com or meghan.99 on Signal,6,HIGH,https://bsky.app/profile/meghanb.bsky.social,,
mims,MIMS,Make It Make Sense,Video - YouTube,"Culture, Internet Culture, Entertainment/Hollywood",3,mims.bsky.social,Christopher Mims,0,"WSJ tech columnist. Author of How to AI, a bullshit-free guide to what AI is actually good for -- and also how our overe",6,HIGH,https://bsky.app/profile/mims.bsky.social,,
nick-valencia,Nick Valencia,Nick Valencia News,Video - YouTube,Immigration,3,nickvalencianews.bsky.social,Nick Valencia,0,"Independent Journalist. Founder, NVN, a top independent media platform in America, according to Pew. Transforming journa",7,HIGH,https://bsky.app/profile/nickvalencianews.bsky.social,,
nick-valencia,Nick Valencia,Nick Valencia News,Video - YouTube,Immigration,3,nickvalencianews2.bsky.social,Nick Valencia,0,"Independent journalist. CNN veteran. LA BornXRaised @USCEdu bred. ATLien.
Make Truth Go Viral.
Tu/Th, 3pm ET
https://sub",7,HIGH,https://bsky.app/profile/nickvalencianews2.bsky.social,,
nicole,Nicole,Nicole,Social - Instagram,Restaurants and bars,3,nicolefoy.bsky.social,Nicole Foy,0,"investigative reporter covering immigration, labor and more for @propublica.org
signal: nicolefoy.27",6,HIGH,https://bsky.app/profile/nicolefoy.bsky.social,,
obie,Obie,Obie,Social - Instagram,Photography,3,brookeobie.bsky.social,Brooke Obie,0,Writer|Producer| DIRECTOR #abanitufilm and #GodIsAFrequency| @bookofaddis author| Highly sought-after dinner guest| Ever,6,HIGH,https://bsky.app/profile/brookeobie.bsky.social,,
obie,Obie,Obie,Social - Instagram,Photography,3,obienator.bsky.social,Obie,0,"Lighting designer, Videographer , Cat Dad and nerd. Living on a tiny island with big dreams. 🇦🇼 ( he, him) [ A Song Of I",6,HIGH,https://bsky.app/profile/obienator.bsky.social,,
oh-the-urbanity,Oh The Urbanity!,Oh The Urbanity!,Video - YouTube,Urban Planning,3,ohtheurbanity.bsky.social,Oh The Urbanity!,0,"More housing, bikes, and transit.

https://youtube.com/@ohtheurbanity

📍 Montreal, Quebec",7,HIGH,https://bsky.app/profile/ohtheurbanity.bsky.social,,
paris-marx,Paris Marx,Paris Marx,Social - BlueSky,"Tech, World",3,parismarx.com,Paris Marx,0,"i criticize the tech industry. my new book HYPERSCALE is out October 20!

🎙️ @techwontsave.us
📬 https://disconnect.blog
",6,HIGH,https://bsky.app/profile/parismarx.com,,
phil-martin,Phil Martin,Phil Martin,Social - Instagram,Photography,3,philmartin.bsky.social,Phil Martin,0,Ikerbasque research fellow at BC3 - Basque Centre for Climate Change | applied forest ecology | evidence synthesis | Ass,7,HIGH,https://bsky.app/profile/philmartin.bsky.social,,
rachel-chefilicios,Rachel,Rachel,Social - Instagram,Restaurants and bars,3,rachelgilmore.bsky.social,Rachel Gilmore,0,"Your least favourite person's least favourite award-winning journalist✨

Follow for short-form videos on issues that mat",6,HIGH,https://bsky.app/profile/rachelgilmore.bsky.social,,
rachel-dimsumgirl,Rachel,Rachel,Social - Instagram,Restaurants and bars,3,rachelgilmore.bsky.social,Rachel Gilmore,0,"Your least favourite person's least favourite award-winning journalist✨

Follow for short-form videos on issues that mat",6,HIGH,https://bsky.app/profile/rachelgilmore.bsky.social,,
roland-s-martin,Roland S. Martin,Roland S. Martin,Video - YouTube,"Politics, General News",3,rolandsmartin.bsky.social,Roland S. Martin,0,,6,HIGH,https://bsky.app/profile/rolandsmartin.bsky.social,,
ruona-meyer,Ruona Meyer,Ruona Meyer,Social - Twitter / X,Investigative,3,rgameyer.bsky.social,Ruona Meyer,0,Independent Media Trainer and DEI Consultant. Journalist with 21 years’ experience across West Africa and Europe. Final-,6,HIGH,https://bsky.app/profile/rgameyer.bsky.social,,
samantha-lee,Samantha Lee,Samantha Lee,Social - Instagram,Restaurants and bars,3,samanthaleehowe.bsky.social,Samantha Lee Howe,0,Multi-award winning screenwriter and USA Today bestselling thriller author. #TheStrangerInOurBed #bestthriller.,6,HIGH,https://bsky.app/profile/samanthaleehowe.bsky.social,,
samantha-lee,Samantha Lee,Samantha Lee,Social - Instagram,Restaurants and bars,3,modelsamanthalee.bsky.social,Samantha Lee,0,"NJ based multi-published model specializing in nude fine art & boudoir; I also shoot various other genres.

I’m looking ",6,HIGH,https://bsky.app/profile/modelsamanthalee.bsky.social,,
sara,Sara,Long Walks DC,Video - Instagram,"Things to Do, Parenting",3,sarahp.bsky.social,Sarah Perez,0,TechCrunch reporter and editor. Used to be @sarahintampa / @sarahperezTC on Twitter. Tips? Signal @sarahperez.01 / sarah,6,HIGH,https://bsky.app/profile/sarahp.bsky.social,,
sarah,Sarah,History on Holiday,Video - Instagram,Museums,3,sarahp.bsky.social,Sarah Perez,0,TechCrunch reporter and editor. Used to be @sarahintampa / @sarahperezTC on Twitter. Tips? Signal @sarahperez.01 / sarah,6,HIGH,https://bsky.app/profile/sarahp.bsky.social,,
sharon-yang,Sharon Yang,Sharon Yang,Social - Instagram,Photography,3,sharonyang.bsky.social,Sharon Yang,0,"arts + architecture enthusiast. 
partnerships @ meta
washington, dc | san diego, california grown
sharonyang.com",6,HIGH,https://bsky.app/profile/sharonyang.bsky.social,,
tim-ebner,Tim Ebner,Tim Ebner,Social - Instagram,Restaurants and bars,3,timebner.bsky.social,Tim Ebner,0,#NRW / Data @ Datendurst / Digital / Social Ads / Content / WebDev / Automation / Analytics / Social Listening / #wissen,6,HIGH,https://bsky.app/profile/timebner.bsky.social,,
valerie-plesch,Valerie Plesch,Valerie Plesch,Social - Instagram,Photography,3,valerieplesch.bsky.social,Valerie Plesch,0,"Photojournalist based in Washington, D.C. 🇦🇷/🇻🇳. Previously in Kosovo + Afghanistan. Working for NYT, WaPo, WSJ, Bloombe",7,HIGH,https://bsky.app/profile/valerieplesch.bsky.social,,
vir-sanghvi,Vir Sanghvi,Vir Sanghvi,Social - Instagram,"Food, Travel, Politics",3,virsanghvi.bsky.social,Vir Sanghvi,0,"Author, columnist, TV presenter.",7,HIGH,https://bsky.app/profile/virsanghvi.bsky.social,,
yasmin,Yasmin,Yasmin,Video - TikTok,Restaurants and bars,3,yasminecmbarek.bsky.social,Yasmine M‘Barek,0,"author, journalist @diezeit
",6,HIGH,https://bsky.app/profile/yasminecmbarek.bsky.social,,
yasmin,Yasmin,Yasmin,Video - TikTok,Restaurants and bars,3,yeahyeahyasmin.bsky.social,Yasmin Tayag,0,"Staff writer at The Atlantic. Chaotic neutral, power forward, good cook, fun mom 🇵🇭🇨🇦 Writing a book called HOW WE'LL EA",6,HIGH,https://bsky.app/profile/yeahyeahyasmin.bsky.social,,
yuri-fernandes,Yuri Fernandes,Colabora,Video - YouTube,"Media/Power, Climate/Environment",3,yurifernandes1.bsky.social,Yuri Fernandes,0,ig:yurifernandess._,6,HIGH,https://bsky.app/profile/yurifernandes1.bsky.social,,
april,April,April,Social - Instagram,Restaurants and bars,3,april.social,April King,0,"Staff Security Engineer at some random tech company, previously Mozilla, Dropbox, LinkedIn, and (pre-Elon) Twitter. Has ",5,MEDIUM,https://bsky.app/profile/april.social,,
blair-imani,Blair Imani,Smarter in Seconds,Social - Instagram,Identity/Belonging,3,blairimani.bsky.social,Blair Imani Ali,0,Los Angeles based • Let’s get Smarter one post at a time! Creator of Smarter in Seconds • Author of LA Times bestseller ,5,MEDIUM,https://bsky.app/profile/blairimani.bsky.social,,
dave-amos,Dave Amos,City Beautiful,Video - YouTube,Urban Planning,3,densifytcg.bsky.social,Dave Amos,0,"By day, a professor and YouTube creator: https://bsky.app/profile/citybeautiful.nebula.tv

By night, I play PokemonTCG!",4,MEDIUM,https://bsky.app/profile/densifytcg.bsky.social,,
geoff-livingston,Geoff Livingston,Geoff Livingston,Social - Instagram,Photography,3,livingwf8.bsky.social,Geoff Livingston,0,Great captures happen when one is mindful and present. I like running. 3x marathoner after 50.,4,MEDIUM,https://bsky.app/profile/livingwf8.bsky.social,,
jai,Jai,Lavish Food Life,Video - TikTok,"Travel, Restaurants and bars, Lifestyle, Food, Local",3,jairme.bsky.social,Jairme,0,Jairme is ABSOLUTELY brat - A drunk. A poser. Bad taste in music. Party girl. Uncultured as hell. Cliche in every aspect,5,MEDIUM,https://bsky.app/profile/jairme.bsky.social,,
jai,Jai,Lavish Food Life,Video - TikTok,"Travel, Restaurants and bars, Lifestyle, Food, Local",3,jaimeharrison.bsky.social,Jaime Harrison,0,Proud husband and father. Former Chair of the DNC.,5,MEDIUM,https://bsky.app/profile/jaimeharrison.bsky.social,,
jai,Jai,Lavish Food Life,Video - TikTok,"Travel, Restaurants and bars, Lifestyle, Food, Local",3,jaimecordova.bsky.social,"Jaime Cordova, Ph.D.",0,Program Coordinator and Instructor @ BioPharmaceutical Technology Center Institute. Solar System Ambassador. Often seen ,5,MEDIUM,https://bsky.app/profile/jaimecordova.bsky.social,,
jared-yates-sexton,Jared Yates Sexton,The Ink,Social - BlueSky,"History, Politics",3,jysexton.bsky.social,Jared Yates Sexton,0,"Hoosier, Political Analyst, newsletter Dispatches From A Collapsing State, author The Midnight Kingdom: A History of Pow",5,MEDIUM,https://bsky.app/profile/jysexton.bsky.social,,
jessica-nguyen,Jessica Nguyen,Jessica Nguyen,Social - Instagram,Things to Do,3,jessica123456789.bsky.social,Jessica Nguyen,0,Dog mom🥰🥰,4,MEDIUM,https://bsky.app/profile/jessica123456789.bsky.social,,
joe-polito,Joe Polito,Joe Polito,Social - Instagram,"Travel, LGBTQIA",3,joepojr.bsky.social,Joe Polito,0,"Photographer, Engineer & Geek
www.art2graphy.com",4,MEDIUM,https://bsky.app/profile/joepojr.bsky.social,,
khara,Khara,Khara,Social - Instagram,Restaurants and bars,3,alexanderkhara.bsky.social,Alexander Khara,0,"CEO, Centre for Defence Strategies (Kyiv)
Ukrainian Greek/ native of Donetsk/ proponent of Europe Whole and Free and at ",5,MEDIUM,https://bsky.app/profile/alexanderkhara.bsky.social,,
khara,Khara,Khara,Social - Instagram,Restaurants and bars,3,nkharasu.bsky.social,Kharasu,0,Tukupá tukupá tukupá,5,MEDIUM,https://bsky.app/profile/nkharasu.bsky.social,,
magdalene,Magdalene,Magdalene,Social - Instagram,Restaurants and bars,3,magdalene.bsky.social,Magdalene J. Taylor,0,big naturals theorist ,5,MEDIUM,https://bsky.app/profile/magdalene.bsky.social,,
magdalene,Magdalene,Magdalene,Social - Instagram,Restaurants and bars,3,magdalenetrue.bsky.social,Magdalene True,0,"▫️All-Natural 18+ Professional Role-Player
▫️Neurofunky Nerd! 
▫️Shapeshifter Hungry for All Forms ▫️Verified Monsterfuc",5,MEDIUM,https://bsky.app/profile/magdalenetrue.bsky.social,,
maria-nextstop,Maria,Maria,Social - Instagram,Restaurants and bars,3,mariabustillos.com,Maria Bustillos,0,"I help run @flaminghydra.com and the Brick House Cooperative.

Freedom of expression, digital ownership rights, librarie",5,MEDIUM,https://bsky.app/profile/mariabustillos.com,,
maria-nextstop,Maria,Maria,Social - Instagram,Restaurants and bars,3,mariabamford.bsky.social,Maria Bamford,0,✈️ I'M COMING TO SEE YOU! Want to come to a show but no $? Email me ➡️ Ariamaamfordba@gmail.com,5,MEDIUM,https://bsky.app/profile/mariabamford.bsky.social,,
maria-grubs,Maria,Maria,Social - Instagram,Restaurants and bars,3,mariabustillos.com,Maria Bustillos,0,"I help run @flaminghydra.com and the Brick House Cooperative.

Freedom of expression, digital ownership rights, librarie",5,MEDIUM,https://bsky.app/profile/mariabustillos.com,,
maria-grubs,Maria,Maria,Social - Instagram,Restaurants and bars,3,mariabamford.bsky.social,Maria Bamford,0,✈️ I'M COMING TO SEE YOU! Want to come to a show but no $? Email me ➡️ Ariamaamfordba@gmail.com,5,MEDIUM,https://bsky.app/profile/mariabamford.bsky.social,,
matthew-cortland,Matthew Cortland,Matthew Cortland,Patreon,"Identity/Belonging, Health/Wellness",3,matthewcort.land,Matthew Cortland (they),0,chronically ill public health lawyer writing to make sense of the policy hellscape so you don't have to do it alone. Act,5,MEDIUM,https://bsky.app/profile/matthewcort.land,,
